bookid,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,myrating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,dateread,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
246263,The Purpose Driven Church: Every Church Is Big in God's Eyes,Rick Warren,"Warren, Rick",,0310201063,9780310201069,0,3.97,Zondervan,Hardcover,399,1995,1995,,2016/08/14,"to-read, scribd","to-read (#69), scribd (#48)",to-read,,,,0,,,0,,,,,
2272880,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,"Mlodinow, Leonard",,0375424040,9780375424045,0,3.94,Pantheon Books,Hardcover,252,2008,2008,,2013/07/27,"to-read, scribd","to-read (#2), scribd (#46)",to-read,,,,0,,,0,,,,,
17986421,The New New Thing: A Silicon Valley Story,Michael   Lewis,"Lewis, Michael",,0393347818,9780393347814,0,3.74,W. W. Norton  Company,Paperback,349,2014,1999,,2018/10/23,"to-read, scribd","to-read (#149), scribd (#44)",to-read,,,,0,,,0,,,,,
13589153,How to Create a Mind: The Secret of Human Thought Revealed,Ray Kurzweil,"Kurzweil, Ray",,0670025291,9780670025299,0,3.97,Viking,Hardcover,336,2012,2012,,2018/11/11,"to-read, scribd","to-read (#152), scribd (#43)",to-read,,,,0,,,0,,,,,
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,,,0,4.16,Tor.com,ebook,144,2017,2017,,2018/11/11,"to-read, scribd","to-read (#154), scribd (#42)",to-read,,,,0,,,0,,,,,
24612233,The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World,Pedro Domingos,"Domingos, Pedro",,0465065708,9780465065707,0,3.77,Basic Books,Hardcover,352,2015,2015,,2018/12/15,"to-read, scribd","to-read (#156), scribd (#41)",to-read,,,,0,,,0,,,,,
36204378,The Book of Why: The New Science of Cause and Effect,Judea Pearl,"Pearl, Judea",Dana Mackenzie,046509760X,9780465097609,0,3.94,Basic Books,Hardcover,432,2018,2018,,2018/12/15,"to-read, scribd","to-read (#158), scribd (#40)",to-read,,,,0,,,0,,,,,
36260417,Creative Quest,Ahmir Questlove Thompson,"Thompson, Ahmir Questlove",,0062670557,9780062670557,0,3.95,Ecco,Hardcover,288,2018,2018,,2019/05/31,"to-read, scribd","to-read (#179), scribd (#36)",to-read,,,,0,,,0,,,,,
38212110,"Technically Wrong: Sexist Apps, Biased Algorithms, and Other Threats of Toxic Tech",Sara Wachter-Boettcher,"Wachter-Boettcher, Sara",,0393356043,9780393356045,0,4.12,W. W. Norton  Company,Paperback,240,2018,2017,,2019/05/31,"to-read, scribd","to-read (#182), scribd (#33)",to-read,,,,0,,,0,,,,,
6566616,"Crocodile Tears (Alex Rider, #8)",Anthony Horowitz,"Horowitz, Anthony",,0399250565,9780399250569,0,4.19,Philomel Books,Hardcover,385,2009,2009,,2019/06/21,"to-read, scribd","to-read (#189), scribd (#32)",to-read,,,,0,,,0,,,,,
844051,Mutiny on the Bounty,Charles Bernard Nordhoff,"Nordhoff, Charles Bernard",James Norman Hall,0316611689,9780316611688,0,4.00,Back Bay Books,Paperback,400,1989,1932,,2019/06/21,"to-read, scribd","to-read (#199), scribd (#31)",to-read,,,,0,,,0,,,,,
31850765,Energy and Civilization: A History,Vaclav Smil,"Smil, Vaclav",,0262035774,9780262035774,0,4.12,The MIT Press,Hardcover,568,2017,2017,,2019/07/08,"to-read, scribd","to-read (#201), scribd (#30)",to-read,,,,0,,,0,,,,,
96642,Rocket Boys (Coalwood #1),Homer Hickam,"Hickam, Homer",,0385333218,9780385333214,0,4.15,Delta,Paperback,384,2000,1998,,2017/03/04,"to-read, scribd","to-read (#98), scribd (#29)",to-read,,,,0,,,0,,,,,
10677213,Van Gogh: The Life,Steven Naifeh,"Naifeh, Steven",Gregory White Smith,0375507485,9780375507489,0,4.10,Random House,Hardcover,950,2011,2011,,2017/06/12,"to-read, scribd","to-read (#110), scribd (#28)",to-read,,,,0,,,0,,,,,
12263681,"The Age of Insight: The Quest to Understand the Unconscious in Art, Mind, and Brain from Vienna 1900 to the Present",Eric R. Kandel,"Kandel, Eric R.",,1400068711,9781400068715,0,4.21,Random House,Hardcover,656,2012,2012,,2017/08/25,"to-read, scribd","to-read (#116), scribd (#27)",to-read,,,,0,,,0,,,,,
17707599,"Moral Tribes: Emotion, Reason, and the Gap Between Us and Them",Joshua D. Greene,"Greene, Joshua D.",,1594202605,9781594202605,0,4.03,Penguin Press,Hardcover,432,2013,2013,,2017/09/24,"to-read, scribd","to-read (#123), scribd (#26)",to-read,,,,0,,,0,,,,,
28450775,Whiplash: How to Survive Our Faster Future,Joichi Ito,"Ito, Joichi",Jeff   Howe,1455544590,9781455544592,0,3.85,Grand Central Publishing,Hardcover,320,2016,2016,,2017/10/31,"to-read, scribd","to-read (#130), scribd (#25)",to-read,,,,0,,,0,,,,,
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,0691017840,9780691017846,0,4.13,Princeton University Press,Paperback,416,1972,1949,,2018/02/09,"to-read, scribd","to-read (#141), scribd (#24)",to-read,,,,0,,,0,,,,,
1219103,Five Weeks in a Balloon,Jules Verne,"Verne, Jules",,1421820609,9781421820606,0,3.77,1st World Library - Literary Society,Hardcover,432,2006,1863,,2015/05/31,"to-read, scribd","to-read (#14), scribd (#22)",to-read,,,,0,,,0,,,,,
78735,In the Year 2889,Jules Verne,"Verne, Jules",Michel Verne,0809501287,9780809501281,0,3.26,Wildside Press,Paperback,32,2006,1889,,2020/08/21,"to-read, scribd","to-read (#310), scribd (#21)",to-read,,,,0,,,0,,,,,
719181,"An Antarctic Mystery (Extraordinary Voyages, #44)",Jules Verne,"Verne, Jules",,1598183206,9781598183207,0,3.60,Aegypan,Paperback,200,2006,1897,,2020/08/21,"to-read, scribd","to-read (#309), scribd (#20)",to-read,,,,0,,,0,,,,,
32831,"The Mysterious Island (Extraordinary Voyages, #12)",Jules Verne,"Verne, Jules","Caleb Carr, Jordan Stump",0812972120,9780812972122,0,4.12,Modern Library,Mass Market Paperback,723,2004,1875,,2016/08/14,"to-read, scribd","to-read (#55), scribd (#19)",to-read,,,,0,,,0,,,,,
40539428,Has Anyone Seen the President?,Michael   Lewis,"Lewis, Michael",,150826726X,9781508267263,0,3.54,Simon  Schuster Audio,Audiobook,1,2018,2018,,2020/08/21,"to-read, scribd","to-read (#308), scribd (#17)",to-read,,,,0,,,0,,,,,
146191,The Unsettling of America: Culture and Agriculture,Wendell Berry,"Berry, Wendell",,0871568772,9780871568779,0,4.37,Counterpoint,Paperback,246,2004,1977,,2020/05/03,"to-read, scribd","to-read (#281), scribd (#15)",to-read,,,,0,,,0,,,,,
42260978,Machines Like Me,Ian McEwan,"McEwan, Ian",,,,0,3.59,Nan A. Talese,Hardcover,337,2019,2019,,2019/11/21,"to-read, scribd","to-read (#253), scribd (#13)",to-read,,,,0,,,0,,,,,
8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,"Gore, Al",,1594865671,9781594865671,0,3.77,Rodale Books,Paperback,328,2006,2006,,2019/11/17,"to-read, scribd","to-read (#249), scribd (#12)",to-read,,,,0,,,0,,,,,
44063692,What You Do Is Who You Are: How to Create Your Business Culture,Ben Horowitz,"Horowitz, Ben",,0062871331,9780062871336,0,4.00,Harper Business,Hardcover,288,2019,2019,,2019/08/20,"to-read, scribd","to-read (#232), scribd (#10)",to-read,,,,0,,,0,,,,,
7930254,The Turquoise Ledge: A Memoir,Leslie Marmon Silko,"Silko, Leslie Marmon",,067002211X,9780670022113,0,3.59,Viking Books,Hardcover,319,2010,2010,,2020/08/16,"to-read, scribd","to-read (#300), scribd (#9)",to-read,,,,0,,,0,,,,,
77156,"Plainsong (Plainsong, #1)",Kent Haruf,"Haruf, Kent",,0375705856,9780375705854,0,4.02,Vintage,Paperback,301,2000,1999,,2020/08/16,"to-read, scribd","to-read (#297), scribd (#8)",to-read,,,,0,,,0,,,,,
16066814,The Upcycle: Beyond Sustainability--Designing for Abundance,William McDonough,"McDonough, William",Michael Braungart,1429969059,9781429969055,0,4.03,North Point Press,ebook,256,2013,2013,,2019/07/09,"to-read, scribd","to-read (#208), scribd (#6)",to-read,,,,0,,,0,,,,,
529626,Sometimes a Great Notion,Ken Kesey,"Kesey, Ken",,0140045295,9780140045291,0,4.24,Penguin Books,Paperback,640,1977,1964,,2019/07/14,"to-read, scribd","to-read (#212), scribd (#5)",to-read,,,,0,,,0,,,,,
13642710,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",,0857662937,9780857662934,0,4.05,Angry Robot,Paperback,460,2012,2012,,2019/07/19,"to-read, scribd","to-read (#214), scribd (#4)",to-read,,,,0,,,0,,,,,
30293484,Grinding It Out: The Making of McDonald's,Ray Kroc,"Kroc, Ray",Robert Anderson,,,0,4.00,St. Martin's Griffin,Kindle Edition,222,2016,1977,,2019/08/14,"to-read, scribd","to-read (#219), scribd (#3)",to-read,,,,0,,,0,,,,,
2618,The Innovator's Solution: Creating and Sustaining Successful Growth,Clayton M. Christensen,"Christensen, Clayton M.",Michael E. Raynor,1578518520,9781578518524,0,4.03,Harvard Business Review Press,Hardcover,320,2003,2003,,2019/08/15,"to-read, scribd","to-read (#220), scribd (#2)",to-read,,,,0,,,0,,,,,
54771181,"Truth of the Divine (Noumena, #2)",Lindsay  Ellis,"Ellis, Lindsay",,,,0,4.02,St. Martin's Press,Kindle Edition,384,2021,2021,,2020/08/21,to-read,to-read (#307),to-read,,,,0,,,0,,,,,
39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,"Mann, Charles C.",,1400032059,9781400032051,5,4.02,Vintage,Paperback,563,2006,2005,2020/08/20,2020/08/16,,,read,,,,1,,,0,,,,,
6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"Alexander, Michelle",,,,0,4.51,The New Press Inc.,Hardcover,290,2010,2010,,2016/08/11,paused,paused (#29),paused,,,,0,,,0,,,,,
8770487,"Founding Gardeners: The Revolutionary Generation, Nature, and the Shaping of the American Nation",Andrea Wulf,"Wulf, Andrea",,0307269906,9780307269904,0,4.04,Knopf,Hardcover,352,2011,2011,,2019/10/31,paused,paused (#28),paused,,,,0,,,0,,,,,
9809,Invisible Cities,Italo Calvino,"Calvino, Italo",William Weaver,0156453800,9780156453806,2,4.13,Harcourt,Paperback,165,1974,1972,2020/08/18,2015/05/31,,,read,,,,1,,,0,,,,,
27191557,Neither Snow nor Rain: A History of the United States Postal Service,Devin Leonard,"Leonard, Devin",,0802124585,9780802124586,3,3.90,Grove Press,Hardcover,316,2016,2016,2020/08/17,2020/08/16,,,read,,,,1,,,0,,,,,
7648269,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",S.C. Gwynne,"Gwynne, S.C.",,1416591052,9781416591054,0,4.20,Scribner,Hardcover,371,2010,2010,,2020/08/16,to-read,to-read (#302),to-read,,,,0,,,0,,,,,
11437988,Code Talker: The First and Only Memoir By One of the Original Navajo Code Talkers of WWII,Chester Nez,"Nez, Chester",Judith Schiess Avila,0425244237,9780425244234,0,4.20,Berkley,Hardcover,310,2011,2011,,2020/08/16,to-read,to-read (#301),to-read,,,,0,,,0,,,,,
17465709,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants",Robin Wall Kimmerer,"Kimmerer, Robin Wall",,1571313354,9781571313355,0,4.57,Milkweed Editions,Hardcover,391,2013,2013,,2020/08/16,to-read,to-read (#298),to-read,,,,0,,,0,,,,,
28230496,Freak Power - Hunter S. Thompson's Campaign for Sheriff,Daniel Joseph Watkins,"Watkins, Daniel Joseph","Bob Braudis, Ajax Phillips",0996454500,,0,4.50,Meat Possum Press,Hardcover,216,,,,2020/08/16,to-read,to-read (#296),to-read,,,,0,,,0,,,,,
133430,Centennial,James A. Michener,"Michener, James A.",,,,0,4.25,Fawcett,Paperback,1056,1987,1974,,2020/08/16,to-read,to-read (#295),to-read,,,,0,,,0,,,,,
226113,Tallgrass,Sandra Dallas,"Dallas, Sandra",,0312360193,9780312360191,0,3.88,St. Martin's Press,Hardcover,305,2007,2007,,2020/08/16,to-read,to-read (#294),to-read,,,,0,,,0,,,,,
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,1627790365,9781627790369,4,4.13,Henry Holt and Co.,Hardcover,368,2016,2016,2020/08/15,2017/01/02,,,read,,,,1,,,0,,,,,
372860,Bruce McCall's Zany Afternoons,Bruce McCall,"McCall, Bruce",,0760716994,9780760716991,5,4.71,Barnes and Noble,Hardcover,125,1999,1982,,2020/08/14,,,read,,,,1,,,0,,,,,
18528190,Men Explain Things to Me,Rebecca Solnit,"Solnit, Rebecca",,1608463869,9781608463862,3,3.85,Haymarket Books,Paperback,130,2014,2014,2020/08/14,2017/07/04,,,read,,,,1,,,0,,,,,
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,,,4,4.30,Grand Central Publishing,Kindle Edition,496,2017,2017,2020/08/14,2019/10/31,,,read,,,,1,,,0,,,,,
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,0525509283,9780525509288,5,4.39,One World,Hardcover,305,2019,2019,2020/08/11,2020/05/30,,,read,,,,1,,,0,,,,,
25150798,The Tea Girl of Hummingbird Lane,Lisa See,"See, Lisa",,,,0,4.26,Scribner ,Kindle Edition,384,2017,2017,,2020/08/10,to-read,to-read (#291),to-read,,,,0,,,0,,,,,
13330588,Happy City: Transforming Our Lives Through Urban Design,Charles Montgomery,"Montgomery, Charles",,0385669127,9780385669122,5,4.36,Doubleday Canada,Hardcover,368,2013,2012,2020/08/05,2019/10/26,,,read,,,,1,,,0,,,,,
23397921,Sixth of the Dusk,Brandon Sanderson,"Sanderson, Brandon",,,,0,4.24,"Dragonsteel Entertainment, LLC",Kindle Edition,59,2014,2014,,2020/08/05,to-read,to-read (#290),to-read,,,,0,,,0,,,,,
115567,Architecture Without Architects: A Short Introduction to Non-Pedigreed Architecture,Bernard Rudofsky,"Rudofsky, Bernard",,0826310044,9780826310040,0,4.20,University of New Mexico Press,Paperback,157,1987,1965,,2020/04/18,paused,paused (#27),paused,,,,0,,,0,,,,,
15805442,Mastermind: How to Think Like Sherlock Holmes,Maria Konnikova,"Konnikova, Maria",,0670026573,9780670026579,0,3.54,Viking Adult,Hardcover,273,2013,2013,,2020/08/02,to-read,to-read (#288),to-read,,,,0,,,0,,,,,
27333,Silent Spring,Rachel Carson,"Carson, Rachel","Linda Lear, Edward O. Wilson",0618249060,9780618249060,5,4.00,Mariner Books,Paperback,378,2002,1962,2020/08/02,2019/08/16,,,read,,,,1,,,0,,,,,
52283963,The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Rob  Fitzpatrick,"Fitzpatrick, Rob",,,,4,4.34,Robfitz Ltd,Kindle Edition,138,2019,2013,2020/07/31,2020/07/29,,,read,,,,1,,,0,,,,,
37547369,Reaching 50 Million Nanostores: Retail Distribution in Emerging Megacities (Kindle version),Jan C. Fransoo,"Fransoo, Jan C.","Edgar E. Blanco, Christopher Mejia-Argueta",,,0,5.00,,Kindle Edition,442,2017,,,2020/06/27,to-read,to-read (#287),to-read,,,,0,,,0,,,,,
48722496,Out of the Shadows: The New Merchants of Grain,Jonathan Kingsman,"Kingsman, Jonathan",,,,0,4.33,,Kindle Edition,264,2019,,,2020/06/15,to-read,to-read (#286),to-read,,,,0,,,0,,,,,
40210583,"Bicycle/Race: Transportation, Culture, & Resistance",Adonia E. Lugo,"Lugo, Adonia E.",,1621067645,9781621067641,0,4.26,Microcosm Publishing,Paperback,191,2018,,,2020/06/10,to-read,to-read (#285),to-read,,,,0,,,0,,,,,
27209433,White Trash: The 400-Year Untold History of Class in America,Nancy Isenberg,"Isenberg, Nancy",,0670785970,9780670785971,5,3.74,Viking,Hardcover,460,2016,2016,2017/01/11,2016/10/31,,,read,,,,1,,,0,,,,,
22668729,Hooked: How to Build Habit-Forming Products,Nir   Eyal,"Eyal, Nir",,1591847788,9781591847786,3,4.09,Portfolio,Hardcover,256,2014,2013,2020/05/19,2014/11/09,,,read,,,,2,,,0,,,,,
88061,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,"Obama, Barack",,1921351438,9781921351433,4,3.91,New York: Three Rivers Press,Paperback,453,2004,1995,2020/05/24,2017/05/18,,,read,,,,1,,,0,,,,,
28048,Hope in the Dark,Rebecca Solnit,"Solnit, Rebecca",,1841956600,9781841956602,4,4.02,Canongate Books,Paperback,192,2005,2004,2020/05/22,2020/05/20,,,read,,,,1,,,0,,,,,
51117957,Whistleblower: My Journey to Silicon Valley and Fight for Justice at Uber,Susan Fowler,"Fowler, Susan",,,,4,4.16,Viking,Kindle Edition,288,2020,2020,2020/05/18,2020/02/09,,,read,,,,1,,,0,,,,,
52032133,Facebook: The Inside Story,Steven Levy,"Levy, Steven",,0735213151,9780735213159,0,4.10,Blue Rider Press,Hardcover,592,2020,2020,,2020/05/17,to-read,to-read (#284),to-read,,,,0,,,0,,,,,
50772888,No Filter: The Inside Story of Instagram,Sarah Frier,"Frier, Sarah",,1982126809,9781982126803,0,4.13,Simon & Schuster,Hardcover,352,2020,2020,,2020/05/17,to-read,to-read (#283),to-read,,,,0,,,0,,,,,
18667790,The Third Plate: Field Notes on the Future of Food,Dan Barber,"Barber, Dan",,1594204071,9781594204074,4,4.28,Penguin Press,Hardcover,496,2014,2014,2020/05/17,2020/05/01,,,read,,,,1,,,0,,,,,
41963432,Ghost Work: How to Stop Silicon Valley from Building a New Global Underclass,Mary L. Gray,"Gray, Mary L.",Siddharth Suri,,,5,3.75,Eamon Dolan/Houghton Mifflin Harcourt,Kindle Edition,288,2019,2019,2020/05/10,2019/06/05,,,read,,,,1,,,0,,,,,
835344,Everything I Want to Do Is Illegal: War Stories from the Local Food Front,Joel Salatin,"Salatin, Joel",,0963810952,9780963810953,0,4.16,Polyface,Paperback,358,2007,2007,,2020/05/09,to-read,to-read (#282),to-read,,,,0,,,0,,,,,
42201387,Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Gold, Russell",,1501163582,9781501163586,5,4.26,Simon  Schuster,Hardcover,336,2019,,2020/05/08,2019/07/08,,,read,,,,1,,,0,,,,,
27309847,Agriculture: A Very Short Introduction,Paul Brassley,"Brassley, Paul",Richard Soffe,0198725965,9780198725961,0,3.96,"Oxford University Press, USA",Paperback,144,2016,2016,,2020/05/03,to-read,to-read (#280),to-read,,,,0,,,0,,,,,
35496817,Atomic Design,Brad Frost,"Frost, Brad",,0998296600,9780998296609,0,4.03,Brad Frost,Paperback,189,2016,2016,,2020/05/01,to-read,to-read (#279),to-read,,,,0,,,0,,,,,
20949680,"The Emergent Agriculture: Farming, Sustainability and the Return of the Local Economy",Gary Kleppel,"Kleppel, Gary",,0865717737,9780865717732,0,3.76,New Society Publishers,Paperback,192,2014,2014,,2020/05/01,to-read,to-read (#278),to-read,,,,0,,,0,,,,,
32390447,Cultivating Customers: A Farmer’s Guide to Online Marketing,Simon Huntley,"Huntley, Simon",,,,0,3.78,Lioncrest Publishing,Kindle Edition,188,2016,,,2020/05/01,to-read,to-read (#277),to-read,,,,0,,,0,,,,,
28818786,"The Farmer's Office: Tools, Tips and Templates to Successfully Manage a Growing Farm Business",Julia Shanks,"Shanks, Julia",,0865718164,9780865718166,0,4.42,New Society Publishers,Paperback,288,2016,,,2020/05/01,to-read,to-read (#276),to-read,,,,0,,,0,,,,,
11821516,The Essential Urban Farmer,Novella Carpenter,"Carpenter, Novella",Willow Rosenthal,0143118714,9780143118718,0,4.13,Penguin Books,Paperback,592,2011,2011,,2020/05/01,to-read,to-read (#274),to-read,,,,0,,,0,,,,,
35631386,The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,"Lewis, Michael",,0393354776,9780393354775,2,3.96,W. W. Norton  Company,Paperback,368,2017,2016,2018/10/23,2018/10/17,,,read,,,,1,,,0,,,,,
44432844,"Ruined by Design: How Designers Destroyed the World, and What We Can Do to Fix It",Mike Monteiro,"Monteiro, Mike",,,,4,4.16,,Kindle Edition,251,2019,,2020/04/30,2019/05/31,,,read,,,,1,,,0,,,,,
11612989,The Dictator's Handbook: Why Bad Behavior is Almost Always Good Politics,Bruce Bueno de Mesquita,"Mesquita, Bruce Bueno de",Alastair      Smith,161039044X,9781610390446,5,4.28,PublicAffairs,Hardcover,321,2011,2011,2020/04/28,2019/03/13,,,read,,,,1,,,0,,,,,
43582376,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,0385539304,9780385539302,4,4.31,Doubleday Books,Hardcover,450,2019,2019,2020/04/25,2019/11/21,,,read,,,,1,,,0,,,,,
11987151,Paula Scher: MAPS,Paula Scher,"Scher, Paula",,1616890339,9781616890339,3,4.50,Princeton Architectural Press,Hardcover,144,2011,2011,2020/04/18,2019/12/06,,,read,,,,1,,,0,,,,,
44426058,"Paper Girls, Vol. 6",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matt  Wilson",1534313249,9781534313248,3,4.22,Image Comics,Paperback,144,2019,2019,2020/04/18,2019/06/21,,,read,,,,1,,,0,,,,,
45186565,Uncanny Valley: A Memoir,Anna Wiener,"Wiener, Anna",,0374278016,9780374278014,5,3.66,MCD,Hardcover,281,2020,2020,2020/04/16,2020/01/29,,,read,,,,1,,,0,,,,,
35953464,Broad Band: The Untold Story of the Women Who Made the Internet,Claire L.  Evans,"Evans, Claire L.",,0735211752,9780735211759,5,3.95,Portfolio,Hardcover,288,2018,2018,2020/04/13,2020/01/28,,,read,,,,1,,,0,,,,,
52202395,Parks,Brian Kelley,"Kelley, Brian","Hamish Smyth, Lyz Nagan-Powell, Jesse Reed",0578469820,9780578469829,5,4.33,Standards Manual,Hardcover,384,2019,,2020/03/21,2020/03/21,,,read,,,,1,,,0,,,,,
41556095,Hudson's Kill: A Justice Flanagan Thriller,Paddy Hirsch,"Hirsch, Paddy",,0765399180,9780765399182,0,3.83,Forge Books,ebook,336,2019,2019,,2020/03/06,to-read,to-read (#270),to-read,,,,0,,,0,,,,,
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,0345539788,9780345539786,0,4.25,Del Rey,Hardcover,382,2014,2014,,2020/03/02,to-read,to-read (#269),to-read,,,,0,,,0,,,,,
